,angleX,angleY,angleZ,Time,Label
194,48,-6,-2,10:50:46,Long Standing
195,50,-5,-5,10:50:46,Long Standing
196,48,-6,-3,10:50:47,Long Standing
197,47,-10,-2,10:50:47,Long Standing
198,46,-10,0,10:50:47,Long Standing
199,47,-10,4,10:50:47,Long Standing
200,41,-11,4,10:50:48,Long Standing
201,44,-8,0,10:50:48,Long Standing
202,41,-9,-1,10:50:48,Long Standing
203,48,-9,-3,10:50:49,Long Standing
204,46,-7,-1,10:50:49,Long Standing
205,49,-7,0,10:50:49,Long Standing
206,49,-7,0,10:50:50,Long Standing
207,48,-8,0,10:50:50,Long Standing
208,45,-10,-1,10:50:50,Long Standing
209,45,-13,1,10:50:50,Long Standing
210,46,-11,0,10:50:51,Long Standing
211,49,-10,0,10:50:51,Long Standing
212,47,-8,0,10:50:51,Long Standing
213,50,-8,0,10:50:52,Long Standing
214,47,-8,-1,10:50:52,Long Standing
215,47,-8,-2,10:50:52,Long Standing
216,48,-5,1,10:50:52,Long Standing
217,46,-9,0,10:50:53,Long Standing
218,46,-7,-1,10:50:53,Long Standing
219,50,-7,-6,10:50:53,Long Standing
220,47,-10,-6,10:50:54,Long Standing
221,41,-5,-6,10:50:54,Long Standing
222,45,-3,-2,10:50:54,Long Standing
223,46,-6,-6,10:50:55,Long Standing
224,46,-8,-3,10:50:55,Long Standing
225,48,-8,-4,10:50:55,Long Standing
226,47,-8,-3,10:50:55,Long Standing
227,49,-7,-5,10:50:56,Long Standing
228,48,-6,-5,10:50:56,Long Standing
229,47,-7,-4,10:50:56,Long Standing
230,48,-7,-4,10:50:56,Long Standing
231,48,-7,-4,10:50:57,Long Standing
232,47,-8,-5,10:50:57,Long Standing
233,48,-5,0,10:50:57,Long Standing
234,46,-8,0,10:50:57,Long Standing
235,49,-9,-7,10:50:58,Long Standing
236,48,-8,-4,10:50:58,Long Standing
237,48,-3,-1,10:50:58,Long Standing
238,50,-5,-4,10:50:58,Long Standing
239,48,-4,0,10:50:59,Long Standing
240,49,-6,1,10:50:59,Long Standing
241,48,-9,-1,10:50:59,Long Standing
242,47,-7,0,10:50:59,Long Standing
243,47,-6,3,10:51:00,Long Standing
244,46,-7,1,10:51:00,Long Standing
245,44,-5,8,10:51:00,Long Standing
246,48,-8,2,10:51:00,Long Standing
247,45,-9,2,10:51:01,Long Standing
248,48,-7,0,10:51:01,Long Standing
249,48,-8,0,10:51:01,Long Standing
250,46,-6,-2,10:51:01,Long Standing
251,43,-5,0,10:51:02,Long Standing
252,50,-8,0,10:51:02,Long Standing
253,47,-7,1,10:51:02,Long Standing
254,45,-7,0,10:51:02,Long Standing
255,38,-14,1,10:51:03,Long Standing
256,29,-19,-10,10:51:03,Long Standing
257,20,-45,-13,10:51:03,Long Standing
258,3,-47,-21,10:51:04,Bowing
259,-2,-39,-22,10:51:04,Bowing
260,-2,-40,-21,10:51:04,Bowing
261,-1,-43,-22,10:51:04,Bowing
262,0,-46,-19,10:51:05,Bowing
263,0,-42,-22,10:51:05,Bowing
264,0,-43,-21,10:51:05,Bowing
265,3,-46,-18,10:51:05,Bowing
266,10,-42,2,10:51:06,Bowing
267,10,-44,-4,10:51:06,Bowing
268,16,-42,10,10:51:07,Short Standing
269,16,-48,8,10:51:07,Short Standing
270,14,-47,1,10:51:07,Short Standing
271,15,-46,-1,10:51:08,Short Standing
272,28,-30,17,10:51:08,Short Standing
273,10,5,32,10:51:08,Short Standing
274,23,-25,41,10:51:09,1st Prostration
275,4,-27,35,10:51:09,1st Prostration
276,4,-37,21,10:51:09,1st Prostration
277,11,-37,22,10:51:10,1st Prostration
278,18,-33,31,10:51:10,1st Prostration
279,17,-34,28,10:51:10,1st Prostration
280,17,-36,27,10:51:10,1st Prostration
281,18,-36,26,10:51:11,1st Prostration
282,17,-37,25,10:51:11,1st Prostration
283,17,-37,26,10:51:11,1st Prostration
284,16,-37,26,10:51:11,1st Prostration
285,17,-37,26,10:51:12,1st Prostration
286,17,-36,27,10:51:12,1st Prostration
287,17,-36,27,10:51:12,1st Prostration
288,17,-36,27,10:51:12,1st Prostration
289,17,-35,28,10:51:13,1st Prostration
290,17,-34,28,10:51:13,1st Prostration
291,21,-28,33,10:51:13,1st Prostration
292,22,-30,36,10:51:13,1st Prostration
293,-4,-43,-2,10:51:14,Short Sitting
294,2,-23,33,10:51:14,Short Sitting
295,13,-18,25,10:51:14,Short Sitting
296,19,-27,37,10:51:14,Short Sitting
297,12,-28,37,10:51:15,Short Sitting
298,16,-29,35,10:51:15,Short Sitting
299,12,-20,44,10:51:15,Short Sitting
300,3,-36,27,10:51:15,Short Sitting
301,18,-29,34,10:51:16,2nd Prostration
302,21,-30,32,10:51:16,2nd Prostration
303,20,-32,30,10:51:16,2nd Prostration
304,19,-33,29,10:51:17,2nd Prostration
305,23,-32,28,10:51:17,2nd Prostration
306,23,-31,29,10:51:17,2nd Prostration
307,22,-33,27,10:51:17,2nd Prostration
308,22,-33,27,10:51:18,2nd Prostration
309,22,-33,27,10:51:18,2nd Prostration
310,22,-33,27,10:51:18,2nd Prostration
311,22,-33,27,10:51:18,2nd Prostration
312,22,-33,27,10:51:19,2nd Prostration
313,21,-32,28,10:51:19,2nd Prostration
314,22,-27,34,10:51:19,2nd Prostration
315,25,-36,40,10:51:19,2nd Prostration
316,1,-13,23,10:51:20,Long Sitting
317,16,-16,33,10:51:20,Long Sitting
318,19,-28,41,10:51:20,Long Sitting
319,13,-23,40,10:51:21,Long Sitting
320,14,-26,37,10:51:21,Long Sitting
321,11,-33,33,10:51:21,Long Sitting
322,11,-34,32,10:51:21,Long Sitting
323,19,-27,36,10:51:22,Long Sitting
324,18,-27,35,10:51:22,Long Sitting
325,17,-27,35,10:51:22,Long Sitting
326,18,-28,36,10:51:22,Long Sitting
327,17,-26,37,10:51:23,Long Sitting
328,15,-27,36,10:51:23,Long Sitting
329,16,-27,36,10:51:23,Long Sitting
330,16,-27,37,10:51:23,Long Sitting
331,15,-27,37,10:51:24,Long Sitting
332,14,-27,37,10:51:24,Long Sitting
333,15,-27,36,10:51:24,Long Sitting
334,16,-27,37,10:51:24,Long Sitting
335,16,-27,37,10:51:25,Long Sitting
336,16,-27,37,10:51:25,Long Sitting
337,16,-27,37,10:51:25,Long Sitting
338,15,-27,37,10:51:25,Long Sitting
339,16,-26,36,10:51:26,Long Sitting
340,20,-26,36,10:51:26,Long Sitting
341,19,-24,36,10:51:26,Long Sitting
342,20,-26,35,10:51:26,Long Sitting
343,20,-22,38,10:51:27,Long Sitting
344,19,-30,22,10:51:27,Long Sitting
345,13,-47,1,10:51:28,Long Sitting
346,13,-49,-1,10:51:28,Long Sitting
347,15,-32,19,10:51:29,Long Standing
348,38,-40,38,10:51:29,Long Standing
349,-5,-25,31,10:51:29,Long Standing
350,23,-32,14,10:51:29,Long Standing
351,15,-29,1,10:51:30,Long Standing
352,33,-40,8,10:51:30,Long Standing
353,33,-16,16,10:51:30,Long Standing
354,30,-15,5,10:51:31,Long Standing
355,46,-7,-4,10:51:31,Long Standing
356,46,-3,4,10:51:32,Long Standing
357,47,4,0,10:51:32,Long Standing
358,46,1,2,10:51:33,Long Standing
359,49,0,2,10:51:33,Long Standing
360,49,0,1,10:51:33,Long Standing
361,47,-1,2,10:51:33,Long Standing
362,49,-2,2,10:51:34,Long Standing
363,49,-4,2,10:51:34,Long Standing
364,50,-5,3,10:51:34,Long Standing
365,49,-4,1,10:51:34,Long Standing
366,49,-4,0,10:51:35,Long Standing
367,48,-3,0,10:51:35,Long Standing
368,48,-3,1,10:51:35,Long Standing
369,46,-4,2,10:51:35,Long Standing
370,49,-2,2,10:51:36,Long Standing
371,49,-4,3,10:51:36,Long Standing
372,50,-5,2,10:51:36,Long Standing
373,50,-4,6,10:51:36,Long Standing
374,49,0,-1,10:51:37,Long Standing
375,43,-5,4,10:51:37,Long Standing
376,49,-6,6,10:51:37,Long Standing
377,44,-5,11,10:51:38,Long Standing
378,41,-7,2,10:51:38,Long Standing
379,45,-5,3,10:51:38,Long Standing
380,49,-4,6,10:51:38,Long Standing
381,47,0,8,10:51:39,Long Standing
382,47,-2,4,10:51:39,Long Standing
383,48,-2,4,10:51:39,Long Standing
384,48,-3,4,10:51:39,Long Standing
385,49,-4,7,10:51:40,Long Standing
386,48,-3,5,10:51:40,Long Standing
387,49,-1,7,10:51:40,Long Standing
388,45,-8,9,10:51:40,Long Standing
389,40,-7,2,10:51:41,Long Standing
390,30,-33,-9,10:51:41,Long Standing
391,32,-45,-14,10:51:41,Long Standing
392,6,-48,-14,10:51:41,Long Standing
393,6,-44,-22,10:51:42,Bowing
394,1,-44,-20,10:51:42,Bowing
395,0,-44,-24,10:51:42,Bowing
396,0,-47,-22,10:51:42,Bowing
397,4,-43,-20,10:51:43,Bowing
398,4,-44,-21,10:51:43,Bowing
399,4,-44,-21,10:51:43,Bowing
400,4,-43,-20,10:51:43,Bowing
401,4,-43,-22,10:51:44,Bowing
402,4,-43,-21,10:51:44,Bowing
403,6,-43,-18,10:51:44,Bowing
404,11,-42,-3,10:51:45,Short Standing
405,19,-25,8,10:51:45,Short Standing
406,30,-41,20,10:51:45,Short Standing
407,24,-42,3,10:51:46,Short Standing
408,22,-48,8,10:51:46,Short Standing
409,18,-34,-10,10:51:46,Short Standing
410,16,-38,13,10:51:46,Short Standing
411,22,-36,25,10:51:47,Short Standing
412,3,-1,43,10:51:47,Short Standing
413,22,-50,47,10:51:47,Short Standing
414,11,-35,20,10:51:47,Short Standing
415,23,-33,36,10:51:48,1st Prostration
416,22,-34,28,10:51:48,1st Prostration
417,20,-36,27,10:51:49,1st Prostration
418,21,-36,23,10:51:49,1st Prostration
419,22,-36,24,10:51:49,1st Prostration
420,21,-37,23,10:51:49,1st Prostration
421,21,-37,23,10:51:50,1st Prostration
422,21,-37,23,10:51:50,1st Prostration
423,21,-37,23,10:51:50,1st Prostration
424,21,-32,26,10:51:50,1st Prostration
425,21,-32,28,10:51:51,Short Sitting
426,20,-28,34,10:51:51,Short Sitting
427,4,-42,14,10:51:51,Short Sitting
428,13,-21,37,10:51:51,Short Sitting
429,19,-25,36,10:51:52,Short Sitting
430,26,-19,34,10:51:52,Short Sitting
431,27,-19,34,10:51:52,Short Sitting
432,28,-19,34,10:51:52,Short Sitting
433,31,-20,35,10:51:53,2nd Prostration
434,28,-5,39,10:51:53,2nd Prostration
435,11,-29,29,10:51:53,2nd Prostration
436,14,-34,30,10:51:54,2nd Prostration
437,17,-35,29,10:51:54,2nd Prostration
438,19,-36,26,10:51:54,2nd Prostration
439,19,-37,24,10:51:54,2nd Prostration
440,19,-37,24,10:51:55,2nd Prostration
441,20,-37,23,10:51:55,2nd Prostration
442,20,-37,24,10:51:55,2nd Prostration
443,20,-37,23,10:51:55,2nd Prostration
444,20,-37,23,10:51:56,2nd Prostration
445,19,-37,23,10:51:56,2nd Prostration
446,20,-37,24,10:51:56,2nd Prostration
447,24,-32,27,10:51:56,2nd Prostration
448,20,-31,31,10:51:57,Long Sitting
449,3,-13,33,10:51:57,Long Sitting
450,6,-19,38,10:51:57,Long Sitting
451,16,-25,45,10:51:58,Long Sitting
452,20,-24,37,10:51:58,Long Sitting
453,16,-22,38,10:51:58,Long Sitting
454,19,-22,41,10:51:58,Long Sitting
455,1,-23,36,10:51:59,Long Sitting
456,15,-28,38,10:51:59,Long Sitting
457,16,-28,38,10:51:59,Long Sitting
458,14,-26,37,10:51:59,Long Sitting
459,17,-26,37,10:52:00,Long Sitting
460,17,-26,37,10:52:00,Long Sitting
461,18,-26,36,10:52:00,Long Sitting
462,18,-25,36,10:52:00,Long Sitting
463,18,-26,36,10:52:01,Long Sitting
464,18,-27,35,10:52:01,Long Sitting
465,18,-26,36,10:52:01,Long Sitting
466,18,-27,36,10:52:01,Long Sitting
467,19,-26,36,10:52:02,Long Sitting
468,18,-25,36,10:52:02,Long Sitting
469,21,-25,36,10:52:02,Long Sitting
470,21,-26,35,10:52:02,Long Sitting
471,21,-25,35,10:52:03,Long Sitting
472,21,-26,35,10:52:03,Long Sitting
473,22,-23,35,10:52:03,Long Sitting
474,19,-25,35,10:52:03,Long Sitting
475,23,-23,35,10:52:04,Long Sitting
476,23,-24,35,10:52:04,Long Sitting
477,22,-23,35,10:52:04,Long Sitting
478,22,-23,35,10:52:04,Long Sitting
479,20,-26,35,10:52:05,Long Sitting
480,21,-25,35,10:52:05,Long Sitting
481,21,-25,35,10:52:05,Long Sitting
482,21,-26,35,10:52:05,Long Sitting
483,21,-26,35,10:52:06,Long Sitting
484,21,-26,35,10:52:06,Long Sitting
485,19,-26,35,10:52:06,Long Sitting
486,19,-27,35,10:52:06,Long Sitting
487,22,-26,35,10:52:07,Long Sitting
488,19,-26,35,10:52:07,Long Sitting
489,20,-26,34,10:52:07,Long Sitting
490,21,-26,35,10:52:07,Long Sitting
491,21,-26,35,10:52:08,Long Sitting
492,21,-25,35,10:52:08,Long Sitting
493,22,-25,34,10:52:08,Long Sitting
494,23,-25,34,10:52:08,Long Sitting
495,23,-25,34,10:52:09,Long Sitting
496,22,-25,34,10:52:09,Long Sitting
497,24,-24,34,10:52:09,Long Sitting
498,23,-25,34,10:52:09,Long Sitting
499,24,-24,34,10:52:10,Long Sitting
500,24,-24,34,10:52:10,Long Sitting
501,23,-25,34,10:52:10,Long Sitting
502,25,-23,33,10:52:10,Long Sitting
503,26,-24,34,10:52:11,Long Sitting
504,23,-25,34,10:52:11,Long Sitting
505,26,-23,34,10:52:11,Long Sitting
506,24,-24,34,10:52:11,Long Sitting
507,24,-24,33,10:52:12,Long Sitting
508,24,-24,33,10:52:12,Long Sitting
509,24,-24,33,10:52:12,Long Sitting
510,23,-26,34,10:52:12,Long Sitting
511,27,-22,33,10:52:13,Long Sitting
512,26,-22,33,10:52:13,Long Sitting
513,28,-22,33,10:52:13,Long Sitting
514,24,-22,33,10:52:13,Long Sitting
515,23,-25,34,10:52:14,Long Sitting
516,25,-23,33,10:52:14,Long Sitting
517,23,-25,34,10:52:14,Long Sitting
518,20,-22,34,10:52:14,Long Sitting
519,24,-24,34,10:52:15,Long Sitting
