,angleX,angleY,angleZ,Time,Label
98,11,-2,40,10:31:57,1st Prostration
99,23,-24,47,10:31:57,1st Prostration
100,8,-46,27,10:31:57,1st Prostration
101,17,-13,45,10:31:57,1st Prostration
102,12,-10,44,10:31:58,1st Prostration
103,12,-13,44,10:31:58,1st Prostration
104,13,-14,44,10:31:58,1st Prostration
105,15,-12,44,10:31:58,1st Prostration
106,14,-12,44,10:31:59,1st Prostration
107,14,-12,44,10:31:59,1st Prostration
108,14,-12,44,10:31:59,1st Prostration
109,14,-12,44,10:31:59,1st Prostration
110,14,-13,44,10:32:00,1st Prostration
111,14,-13,44,10:32:00,1st Prostration
112,11,-13,44,10:32:00,1st Prostration
113,13,-14,44,10:32:00,1st Prostration
114,10,-12,46,10:32:01,Short Sitting
115,12,-21,39,10:32:01,Short Sitting
116,16,-8,35,10:32:01,Short Sitting
117,11,-16,42,10:32:02,Short Sitting
118,14,-22,40,10:32:02,Short Sitting
119,15,-21,40,10:32:02,Short Sitting
120,13,-13,40,10:32:02,Short Sitting
121,14,-13,34,10:32:03,2nd Prostration
122,13,-29,35,10:32:03,2nd Prostration
123,9,-30,40,10:32:03,2nd Prostration
124,13,-9,45,10:32:03,2nd Prostration
125,15,-11,44,10:32:04,2nd Prostration
126,16,-11,44,10:32:04,2nd Prostration
127,14,-13,44,10:32:04,2nd Prostration
128,14,-12,44,10:32:04,2nd Prostration
129,14,-13,44,10:32:05,2nd Prostration
130,13,-13,44,10:32:05,2nd Prostration
131,13,-13,44,10:32:05,2nd Prostration
132,13,-14,44,10:32:05,2nd Prostration
133,13,-13,44,10:32:06,2nd Prostration
134,13,-13,44,10:32:06,2nd Prostration
135,13,-13,44,10:32:06,2nd Prostration
136,7,-13,45,10:32:06,2nd Prostration
137,13,-10,45,10:32:07,2nd Prostration
138,13,-11,45,10:32:07,2nd Prostration
139,10,-20,50,10:32:07,2nd Prostration
140,14,-40,13,10:32:08,Long Standing
141,-1,-50,11,10:32:08,Long Standing
142,31,-48,8,10:32:09,Long Standing
143,15,-6,4,10:32:09,Long Standing
144,31,2,10,10:32:09,Long Standing
145,50,-7,8,10:32:10,Long Standing
146,42,-6,0,10:32:10,Long Standing
147,50,-5,6,10:32:11,Long Standing
148,48,-2,1,10:32:11,Long Standing
149,49,-2,0,10:32:11,Long Standing
150,49,-2,0,10:32:11,Long Standing
151,47,-2,1,10:32:12,Long Standing
152,48,-1,0,10:32:12,Long Standing
153,48,-2,0,10:32:12,Long Standing
154,48,-2,0,10:32:12,Long Standing
155,47,-2,0,10:32:13,Long Standing
156,49,-2,-1,10:32:13,Long Standing
157,47,-3,-1,10:32:13,Long Standing
158,47,-3,-1,10:32:13,Long Standing
159,48,-3,-1,10:32:14,Long Standing
160,49,-3,-1,10:32:14,Long Standing
161,48,-3,0,10:32:14,Long Standing
162,48,-2,-1,10:32:14,Long Standing
163,48,-3,0,10:32:15,Long Standing
164,49,-3,0,10:32:15,Long Standing
165,48,-3,0,10:32:15,Long Standing
166,48,-3,0,10:32:15,Long Standing
167,49,-3,-1,10:32:16,Long Standing
168,49,-3,0,10:32:16,Long Standing
169,48,-3,-1,10:32:16,Long Standing
170,48,-3,-1,10:32:16,Long Standing
171,48,-3,-1,10:32:17,Long Standing
172,48,-3,-1,10:32:17,Long Standing
173,48,-3,-1,10:32:17,Long Standing
174,47,-3,-1,10:32:17,Long Standing
175,48,-3,-1,10:32:18,Long Standing
176,48,-4,-1,10:32:18,Long Standing
177,48,-4,-1,10:32:18,Long Standing
178,49,-3,0,10:32:18,Long Standing
179,49,-4,0,10:32:19,Long Standing
180,49,-3,0,10:32:19,Long Standing
181,49,-3,0,10:32:19,Long Standing
182,48,-3,0,10:32:19,Long Standing
183,49,-3,1,10:32:20,Long Standing
184,48,-3,0,10:32:20,Long Standing
185,42,-5,2,10:32:20,Long Standing
186,35,-20,11,10:32:20,Long Standing
187,33,-42,2,10:32:21,Bowing
188,13,-37,-4,10:32:21,Bowing
189,8,-44,-17,10:32:22,Bowing
190,10,-43,-17,10:32:22,Bowing
191,8,-45,-18,10:32:22,Bowing
192,9,-44,-16,10:32:22,Bowing
193,8,-45,-16,10:32:23,Bowing
194,7,-46,-15,10:32:23,Bowing
195,7,-45,-17,10:32:23,Bowing
196,5,-45,-17,10:32:23,Bowing
197,9,-46,-14,10:32:24,Bowing
198,6,-47,-14,10:32:24,Bowing
199,14,-49,-10,10:32:24,Bowing
200,16,-38,0,10:32:25,Short Standing
201,27,-42,8,10:32:25,Short Standing
202,20,-44,6,10:32:25,Short Standing
203,18,-44,5,10:32:25,Short Standing
204,23,-44,3,10:32:26,Short Standing
205,20,-44,-2,10:32:26,Short Standing
206,17,-39,-1,10:32:26,Short Standing
207,20,-24,3,10:32:27,Short Standing
208,28,-34,18,10:32:27,Short Standing
209,26,-11,29,10:32:27,Short Standing
210,24,-32,45,10:32:27,Short Standing
211,21,-47,34,10:32:28,1st Prostration
212,9,-21,43,10:32:28,1st Prostration
213,22,-19,40,10:32:28,1st Prostration
214,15,-21,40,10:32:29,1st Prostration
215,15,-20,41,10:32:29,1st Prostration
216,15,-20,41,10:32:29,1st Prostration
217,15,-20,41,10:32:30,1st Prostration
218,16,-20,41,10:32:30,1st Prostration
219,15,-20,40,10:32:30,1st Prostration
220,16,-20,41,10:32:30,1st Prostration
221,16,-19,41,10:32:31,1st Prostration
222,16,-19,41,10:32:31,1st Prostration
223,16,-19,41,10:32:31,1st Prostration
224,17,-19,42,10:32:31,1st Prostration
225,22,-17,38,10:32:32,Short Sitting
226,21,-16,40,10:32:32,Short Sitting
227,25,-17,35,10:32:32,Short Sitting
228,20,0,37,10:32:33,Short Sitting
229,29,-4,43,10:32:33,Short Sitting
230,26,-15,37,10:32:33,Short Sitting
231,24,-19,38,10:32:33,Short Sitting
232,22,-13,38,10:32:34,2nd Prostration
233,19,-13,41,10:32:34,2nd Prostration
234,23,-23,42,10:32:34,2nd Prostration
235,24,-43,19,10:32:34,2nd Prostration
236,11,-14,44,10:32:35,2nd Prostration
237,12,-12,43,10:32:35,2nd Prostration
238,16,-17,41,10:32:35,2nd Prostration
239,16,-19,41,10:32:35,2nd Prostration
240,17,-19,40,10:32:36,2nd Prostration
241,17,-19,41,10:32:36,2nd Prostration
242,17,-18,41,10:32:36,2nd Prostration
243,17,-19,41,10:32:36,2nd Prostration
244,17,-18,41,10:32:37,2nd Prostration
245,17,-19,41,10:32:37,2nd Prostration
246,17,-18,41,10:32:37,2nd Prostration
247,17,-19,41,10:32:37,2nd Prostration
248,16,-17,43,10:32:38,2nd Prostration
249,17,-16,41,10:32:38,2nd Prostration
250,17,-15,42,10:32:38,2nd Prostration
251,12,-13,44,10:32:38,2nd Prostration
252,32,-39,36,10:32:39,Long Sitting
253,26,-16,23,10:32:39,Long Sitting
254,5,-16,44,10:32:39,Long Sitting
255,21,-21,34,10:32:39,Long Sitting
256,23,-21,36,10:32:40,Long Sitting
257,18,-21,35,10:32:40,Long Sitting
258,18,-22,39,10:32:40,Long Sitting
259,19,-21,38,10:32:40,Long Sitting
260,19,-21,39,10:32:41,Long Sitting
261,19,-22,39,10:32:41,Long Sitting
262,17,-21,39,10:32:41,Long Sitting
263,18,-21,39,10:32:41,Long Sitting
264,20,-21,38,10:32:42,Long Sitting
265,22,-20,38,10:32:42,Long Sitting
266,22,-20,38,10:32:42,Long Sitting
267,21,-20,38,10:32:42,Long Sitting
268,21,-21,38,10:32:43,Long Sitting
269,20,-21,38,10:32:43,Long Sitting
270,15,-19,40,10:32:43,Long Sitting
271,20,-21,38,10:32:43,Long Sitting
272,18,-21,38,10:32:44,Long Sitting
273,19,-21,39,10:32:44,Long Sitting
274,19,-21,39,10:32:44,Long Sitting
275,19,-21,39,10:32:44,Long Sitting
276,19,-21,39,10:32:45,Long Sitting
277,19,-21,38,10:32:45,Long Sitting
278,19,-21,39,10:32:45,Long Sitting
279,20,-21,38,10:32:45,Long Sitting
280,21,-20,38,10:32:46,Long Sitting
281,21,-19,38,10:32:46,Long Sitting
282,21,-20,38,10:32:46,Long Sitting
283,21,-21,38,10:32:46,Long Sitting
284,20,-20,39,10:32:47,Long Sitting
285,20,-21,38,10:32:47,Long Sitting
286,20,-20,38,10:32:47,Long Sitting
287,21,-20,38,10:32:47,Long Sitting
288,20,-20,39,10:32:48,Long Sitting
289,20,-19,39,10:32:48,Long Sitting
290,21,-20,38,10:32:48,Long Sitting
291,21,-20,38,10:32:48,Long Sitting
292,21,-19,38,10:32:49,Long Sitting
293,20,-19,38,10:32:49,Long Sitting
294,22,-19,38,10:32:49,Long Sitting
295,21,-19,39,10:32:49,Long Sitting
296,21,-20,38,10:32:50,Long Sitting
297,21,-20,38,10:32:50,Long Sitting
298,20,-20,38,10:32:50,Long Sitting
299,20,-20,39,10:32:50,Long Sitting
300,21,-20,38,10:32:51,Long Sitting
301,21,-20,39,10:32:51,Long Sitting
302,20,-20,38,10:32:51,Long Sitting
303,21,-19,39,10:32:51,Long Sitting
304,20,-19,39,10:32:52,Long Sitting
305,21,-20,39,10:32:52,Long Sitting
306,20,-20,38,10:32:52,Long Sitting
307,20,-20,38,10:32:52,Long Sitting
308,21,-20,39,10:32:53,Long Sitting
309,20,-19,39,10:32:53,Long Sitting
310,21,-19,39,10:32:53,Long Sitting
311,20,-20,39,10:32:53,Long Sitting
312,19,-20,39,10:32:54,Long Sitting
313,20,-20,39,10:32:54,Long Sitting
314,19,-21,39,10:32:54,Long Sitting
315,20,-20,39,10:32:54,Long Sitting
316,20,-20,38,10:32:55,Long Sitting
317,19,-20,39,10:32:55,Long Sitting
318,21,-20,39,10:32:55,Long Sitting
319,20,-20,39,10:32:55,Long Sitting
320,20,-20,39,10:32:56,Long Sitting
321,20,-20,39,10:32:56,Long Sitting
322,20,-20,39,10:32:56,Long Sitting
323,20,-20,39,10:32:56,Long Sitting
324,21,-20,39,10:32:57,Long Sitting
325,20,-20,39,10:32:57,Long Sitting
326,20,-20,38,10:32:57,Long Sitting
327,20,-20,39,10:32:57,Long Sitting
328,20,-20,39,10:32:58,Long Sitting
329,18,-20,38,10:32:58,Long Sitting
330,20,-20,39,10:32:58,Long Sitting
331,20,-21,38,10:32:58,Long Sitting
332,20,-20,39,10:32:59,Long Sitting
333,20,-19,39,10:32:59,Long Sitting
334,21,-20,39,10:32:59,Long Sitting
335,20,-20,38,10:32:59,Long Sitting
336,20,-20,39,10:33:00,Long Sitting
337,20,-20,38,10:33:00,Long Sitting
338,20,-20,38,10:33:00,Long Sitting
339,20,-20,39,10:33:00,Long Sitting
340,21,-19,38,10:33:01,Long Sitting
341,22,-19,38,10:33:01,Long Sitting
342,23,-18,37,10:33:01,Long Sitting
343,22,-19,39,10:33:01,Long Sitting
344,22,-19,38,10:33:02,Long Sitting
345,22,-19,38,10:33:02,Long Sitting
346,23,-18,38,10:33:02,Long Sitting
347,21,-19,38,10:33:02,Long Sitting
348,21,-20,38,10:33:03,Long Sitting
349,23,-20,39,10:33:03,Long Sitting
350,21,-19,38,10:33:03,Long Sitting
351,21,-20,39,10:33:03,Long Sitting
